Id,Subscripcion Deposito
0,0.08806707582588082
1,0.034184754315570935
2,0.0686597151383384
3,0.04210317376119163
4,0.05664741591322393
5,0.249859245939548
6,0.31010139261003733
7,0.04108246925144977
8,0.03783815757156514
9,0.029842601214892454
10,0.06058214238006337
11,0.07203367984289127
12,0.0489216772456801
13,0.05429514824065065
14,0.10744075491576562
15,0.08271755107409247
16,0.07272214047240305
17,0.02683964550519201
18,0.031364580034113014
19,0.06432149593230062
20,0.046314783379889465
21,0.8209579792194639
22,0.062327262355447624
23,0.058501995862837775
24,0.02514327104838897
25,0.04222646623563175
26,0.048436668249311296
27,0.037821851666702586
28,0.0385277548704625
29,0.05957663816529162
30,0.34034162533702045
31,0.032414583440288046
32,0.37270548067738823
33,0.044784030280794404
34,0.046786045307697983
35,0.06276745444610021
36,0.0458523403514542
37,0.07276238102871585
38,0.09194184493594437
39,0.2889588865602398
40,0.08625615263444848
41,0.03592657867382616
42,0.5944833814430974
43,0.06634845398055246
44,0.09847107670654656
45,0.09149160443440046
46,0.04111847524059269
47,0.08031102273382175
48,0.03508484453045973
49,0.06009861498295978
50,0.3545098328270775
51,0.09950927706136918
52,0.046221453448811525
53,0.7551265932964155
54,0.12703701359824554
55,0.06142035764641933
56,0.020591675814190823
57,0.0612086665481107
58,0.04450390289717717
59,0.2966313913569431
60,0.22551592469179177
61,0.10487309829892504
62,0.6606148991095914
63,0.16802535664115123
64,0.10856287840439047
65,0.059628788722072376
66,0.43872661534274165
67,0.0380735056671095
68,0.14956631480559043
69,0.06773205015348573
70,0.03380041482895065
71,0.019596276470603288
72,0.11065075492428406
73,0.11328524147525208
74,0.0585363511049871
75,0.05111756143291198
76,0.07580141474549398
77,0.0433511057885566
78,0.04749108507934616
79,0.03779824251052494
80,0.14609119069436893
81,0.06305844947804101
82,0.029060208612357846
83,0.624308154094094
84,0.06986161622556024
85,0.0479968631281698
86,0.0760620861935231
87,0.046646816621265394
88,0.0615885369219952
89,0.040664518078015875
90,0.05371947264759066
91,0.035338746041128744
92,0.04496367134578224
93,0.03970755583605754
94,0.030903620729716006
95,0.06156800260066534
96,0.0312226921333932
97,0.04025515005118589
98,0.07540340665382209
99,0.058881139422452794
100,0.1141503903561741
101,0.06449116578766316
102,0.09542633916697549
103,0.11656728283100383
104,0.2007003362376134
105,0.0792004233398489
106,0.03099970282106787
107,0.03509464681378189
108,0.1667267263146127
109,0.36205826928100304
110,0.36910567895044655
111,0.0353028654571875
112,0.06321995508468177
113,0.048218172717310666
114,0.049887175971062445
115,0.07185281766455036
116,0.06613189773126772
117,0.02850178844080006
118,0.045299720342349296
119,0.14607693750632905
120,0.06420364622093173
