Id,Subscripcion Deposito
0,0.0880670758258658
1,0.034184754315563656
2,0.06865971513832682
3,0.04210317376118398
4,0.05664741591321401
5,0.24985924593951064
6,0.3101013926100006
7,0.04108246925144115
8,0.037838157571557084
9,0.029842601214886154
10,0.06058214238005135
11,0.07203367984287688
12,0.04892167724566915
13,0.05429514824064011
14,0.1074407549157453
15,0.08271755107407609
16,0.07272214047238772
17,0.026839645505186534
18,0.03136458003410603
19,0.06432149593228774
20,0.04631478337987997
21,0.8209579792194385
22,0.06232726235543543
23,0.05850199586282665
24,0.02514327104838334
25,0.04222646623562422
26,0.04843666824930017
27,0.03782185166669451
28,0.03852775487045434
29,0.05957663816528167
30,0.3403416253369765
31,0.03241458344028201
32,0.37270548067733966
33,0.04478403028078768
34,0.04678604530768907
35,0.06276745444609019
36,0.04585234035144485
37,0.07276238102870308
38,0.09194184493592815
39,0.28895888656019053
40,0.08625615263443442
41,0.03592657867382017
42,0.5944833814430495
43,0.06634845398053689
44,0.09847107670652996
45,0.09149160443438405
46,0.04111847524058331
47,0.0803110227338058
48,0.03508484453045209
49,0.06009861498294703
50,0.354509832827034
51,0.09950927706135222
52,0.04622145344880256
53,0.7551265932963813
54,0.12703701359822492
55,0.061420357646407145
56,0.020591675814187655
57,0.061208666548100144
58,0.044503902897168844
59,0.29663139135689903
60,0.22551592469176604
61,0.10487309829890518
62,0.6606148991095528
63,0.16802535664112664
64,0.10856287840437155
65,0.05962878872206062
66,0.4387266153427049
67,0.0380735056671016
68,0.1495663148055601
69,0.06773205015347253
70,0.033800414828944615
71,0.019596276470599115
72,0.11065075492426545
73,0.11328524147523589
74,0.05853635110497621
75,0.05111756143290384
76,0.07580141474548148
77,0.0433511057885471
78,0.04749108507933654
79,0.03779824251051824
80,0.14609119069434587
81,0.06305844947802754
82,0.029060208612352242
83,0.6243081540940406
84,0.06986161622554854
85,0.04799686312816043
86,0.07606208619350857
87,0.04664681662125643
88,0.06158853692198308
89,0.04066451807800786
90,0.05371947264758027
91,0.03533874604112118
92,0.04496367134577307
93,0.039707555836048465
94,0.030903620729710275
95,0.061568002600652774
96,0.031222692133386538
97,0.04025515005117705
98,0.07540340665380496
99,0.0588811394224417
100,0.11415039035615183
101,0.06449116578765093
102,0.0954263391669578
103,0.11656728283098641
104,0.20070033623757885
105,0.07920042333983549
106,0.030999702821060696
107,0.0350946468137744
108,0.16672672631457927
109,0.36205826928097357
110,0.3691056789504124
111,0.03530286545717996
112,0.06321995508467113
113,0.04821817271730076
114,0.04988717597105282
115,0.07185281766453688
116,0.06613189773125527
117,0.028501788440793485
118,0.04529972034234009
119,0.14607693750630618
120,0.06420364622091909
121,0.061482473670003375
122,0.0831615581303485
123,0.05267368516744868
124,0.03125785579924387
125,0.06270495690050161
126,0.13509053481166475
127,0.03910619570452923
128,0.1823935779755951
129,0.04134031223628301
130,0.05835385592683418
131,0.11772347053084253
132,0.18369261668174458
133,0.030373715138403815
134,0.04217679508009796
135,0.4388801031763037
136,0.0491353599999136
137,0.3585792760455693
138,0.048424054578087475
139,0.060161451741076274
140,0.04144349956265352
141,0.06854461912905178
142,0.06103552583228975
143,0.6456012558195471
144,0.03988133331597033
145,0.14863854467777457
146,0.062138929176682865
147,0.028890129392980142
148,0.27743729620300145
149,0.04386069524675165
150,0.48953970792033874
151,0.050848649957755836
152,0.058454129580399056
153,0.8566828747492675
154,0.07043986791399745
155,0.04777192764689204
156,0.07415741792423342
157,0.05209908195053114
158,0.08245431274994469
159,0.12908781006756773
160,0.07405398006027288
161,0.2435762109139073
162,0.08629408370566369
163,0.2417564560489871
164,0.037160479750494184
165,0.7539105990082042
166,0.11037679314181369
167,0.5223400670313286
168,0.03700015658319681
169,0.047947269197609096
170,0.3720806017552326
171,0.0481504847976422
172,0.027526520860058547
173,0.034676094837934456
174,0.03786436840585281
175,0.05244669880455824
176,0.03910501594203752
177,0.04305706277991606
178,0.8774501778893535
179,0.043703920974485576
180,0.2432033319205184
181,0.04599420469816165
182,0.060788731599798
183,0.02991270418651848
184,0.11018568609535082
185,0.11783723136134372
186,0.054141244067453395
187,0.24015699358884604
188,0.0480380217480761
189,0.04717766095476301
190,0.06676939485793479
191,0.033278610106805606
192,0.024194300098139783
